Name,New Code,GCSE_Score,Density,Eng_HH,Lone_Parent,House_Price,Income,Qual_Level4,Out_Work_Fam,Absence,Crime,Bad_Health,Happiness,Green_Space,PTAL,Cars_HH,Deprivation
Stanmore Park,E05000303,313.1227273,2511.111111,3970,427,555000.0,49520.0,35.3,14.69387755,0.977290076,49.69485615,6.4,7.375811688,45.76566696,2.077814937,1.354846119,17.80768141
Wealdstone,E05000304,314.7354037,9541.666667,3172,618,310000.0,40040.0,27.2,13.73134328,1.194425287,55.56508318,5.2,7.20963271,3.274316375,3.299880328,0.97501288,24.17494217
West Harrow,E05000305,357.0117117,6966.666667,3151,392,363500.0,50910.0,40.7,10.4,0.732851406,32.55464865,4.4,7.735714286,19.66788257,3.155451478,1.105891936,14.65630436
Brooklands,E05000306,307.2579268,3571.428571,5831,887,207500.0,42630.0,21.3,16.55172414,1.020248504,72.7124183,5.0,7.920289855,44.88142471,2.898625877,1.040997048,19.52296776
Cranham,E05000307,336.5381295,1901.515152,5120,449,320000.0,51810.0,23.3,7.321428571,0.582036686,26.51545404,4.8,7.897058824,55.86983792,2.292100108,1.342410197,7.729104275
Elm Park,E05000308,321.851875,3378.378378,5018,686,250000.0,41990.0,16.5,15.25423729,1.149969752,43.63113313,5.7,7.813581731,55.71316568,2.616288162,1.115077043,16.39589532
Emerson Park,E05000309,351.7510949,2608.695652,4503,335,365000.0,53940.0,24.3,6.078431373,0.49699925,40.88443888,4.3,8.5546875,31.28135353,1.955693453,1.615149531,9.840410493
Gooshays,E05000310,284.4079208,1891.025641,5815,1043,229000.0,35640.0,13.2,26.19047619,1.553168275,77.64973871,7.1,7.503191489,68.40462662,2.592695705,0.95712611,34.07893245
Hacton,E05000311,340.8365672,4920.0,4882,473,296500.0,48420.0,17.9,6.666666667,0.524793956,36.98619075,4.3,7.910714286,24.18769566,2.371508855,1.265310234,10.32237697
Harold Wood,E05000312,292.2961538,1671.052632,5355,550,250000.0,44860.0,20.6,13.85964912,0.911218837,65.06170958,5.6,7.720528455,60.68275413,2.414052762,1.169732289,17.3212869
Havering Park,E05000313,290.7802548,1331.632653,5034,794,250000.0,40590.0,15.3,19.85074627,1.447858942,45.68488943,5.7,7.667857143,75.24758849,2.089254125,1.26452749,21.91915608
Heaton,E05000314,298.4716981,3705.882353,5165,833,217000.0,35830.0,13.7,23.19444444,1.396058854,66.92145698,7.3,7.145833333,45.31769979,2.110883841,0.959237592,32.10482567
Hylands,E05000315,340.5527473,4482.758621,4904,487,275000.0,48630.0,19.2,8.333333333,0.64538835,54.05613226,4.2,7.890271619,26.06333101,2.091241864,1.396993988,11.17821964
Mawneys,E05000316,313.1313725,4316.666667,5147,690,250000.0,43350.0,16.3,13.60655738,1.081604585,43.29371817,5.2,7.963319672,32.1130907,2.471992925,1.24270557,16.57525018
Pettits,E05000317,321.508982,3250.0,5011,437,295000.0,48780.0,19.9,8.928571429,1.0,39.67210579,4.4,7.886363636,32.35756912,2.212654998,1.437708456,10.95018103
Rainham and Wennington,E05000318,304.1729032,739.6449704,4876,685,240000.0,41660.0,14.9,17.5862069,0.84609619,75.51164432,5.2,7.161290323,79.019962,2.011107698,1.266866867,17.16350081
Romford Town,E05000319,314.1561728,5500.0,6785,792,225000.0,45060.0,26.3,16.94444444,0.834445701,163.0871311,4.9,7.628787879,8.077334355,4.213802893,0.948664441,18.91262728
St. Andrew's,E05000320,328.0074324,4962.962963,5607,587,272500.0,46300.0,18.9,10.94339623,0.650151976,63.4672619,5.1,7.846862745,18.70890693,3.195094667,1.154183477,13.1313728
South Hornchurch,E05000321,304.6226601,2000.0,5301,818,242000.0,40060.0,14.0,17.7027027,1.024114173,63.08536259,5.6,7.570519662,45.08639589,2.484104296,1.169547628,22.58510295
Squirrel's Heath,E05000322,334.7460317,5096.153846,5527,571,280250.0,51110.0,24.3,9.333333333,0.610416667,43.85898694,4.0,7.78132194,16.7306823,2.595336258,1.276835149,10.99418443
Upminster,E05000323,352.05875,571.1111111,5046,324,420000.0,59340.0,27.9,3.58490566,0.424458204,47.32302432,4.1,7.53,82.03429417,1.935114074,1.405851168,5.978744878
Barnhill,E05000324,317.0774869,6452.380952,3483,655,250000.0,38450.0,22.4,15.875,1.126330027,71.15837556,5.0,7.128287794,27.65975444,2.434321755,1.167713422,25.6467933
Botwell,E05000325,312.1303922,3431.818182,4067,865,250000.0,37140.0,21.4,18.10526316,1.195029821,89.38866012,5.7,7.293881506,32.19301581,3.051085504,1.057304278,28.57131936
Brunel,E05000326,294.1978723,4212.121212,4071,621,273750.0,41900.0,23.6,15.16129032,1.293123209,75.93045368,4.5,7.49137931,40.48245271,2.433045115,1.13845813,21.36558651
Cavendish,E05000327,347.0140845,5850.0,4277,469,400000.0,54290.0,29.9,6.833333333,0.431372549,26.76137772,3.8,7.300925926,17.74488527,2.097360145,1.361630263,9.991428632
Charville,E05000328,334.0248521,4233.333333,3917,648,275000.0,42870.0,21.1,12.81690141,0.907099698,52.09599028,4.2,7.297475107,44.93674269,2.40016483,1.333179724,17.88078886
Eastcote and East Ruislip,E05000329,350.9289256,2975.609756,4559,342,500000.0,59180.0,38.1,5.833333333,0.0,37.74781919,3.2,7.979166667,33.42558497,1.689111748,1.487222809,8.420587732
Harefield,E05000330,306.9423529,490.1315789,2914,342,310000.0,46190.0,25.0,14.28571429,0.989409142,58.24488739,5.6,7.64033206,85.52744379,1.436150375,1.393617021,20.14837823
Heathrow Villages,E05000331,319.9267241,523.4042553,3690,601,209000.0,40090.0,24.2,16.30769231,1.293689633,233.935743,4.2,7.851648352,29.52334623,2.597284791,1.051910112,24.17653797
Hillingdon East,E05000332,326.5443182,3611.111111,4253,690,311000.0,45220.0,24.2,12.43243243,0.685217391,53.5043113,4.2,7.58984375,48.19277634,1.684993335,1.305323361,17.51207553
Ickenham,E05000333,366.8240602,1685.483871,3826,253,521000.0,61230.0,36.0,4.31372549,0.296391339,31.6708461,3.2,7.549019608,55.66884317,2.073788251,1.613722999,7.473965475
Manor,E05000334,350.6961905,5750.0,4345,443,372500.0,53570.0,29.6,7.894736842,0.474465241,38.29643969,3.5,7.54673913,18.07424748,2.884329845,1.294783574,10.09905652
Northwood,E05000335,338.587037,1425.675676,4258,364,470000.0,57970.0,46.4,5.813953488,0.733579882,48.68396834,4.7,7.602083333,61.02076899,2.237840912,1.318916557,11.69832813
Northwood Hills,E05000336,332.4449612,3530.30303,4347,479,413500.0,53380.0,37.1,8.392857143,0.61427451,42.8025266,4.3,7.183602151,33.30318721,2.039146625,1.269132108,14.84968367
Pinkwell,E05000337,326.050463,5500.0,3789,793,280000.0,38490.0,22.8,14.75247525,1.251031136,60.68398046,4.5,7.535714286,26.88055677,2.701244265,1.179040241,27.3599653
South Ruislip,E05000338,327.4815068,1682.432432,4295,634,305000.0,48910.0,27.3,10.83333333,0.728357277,50.86320353,3.8,7.75,62.78483935,2.541890672,1.229314421,16.49847317
Townfield,E05000339,308.6235294,4057.142857,3813,786,280000.0,36830.0,22.2,19.87951807,1.161518771,124.4417377,5.8,7.781231095,30.87711125,3.053254893,1.010519536,29.87743099
Uxbridge North,E05000340,344.9808,2630.434783,4478,384,349950.0,50820.0,34.9,8.771929825,0.74610436,91.80174564,4.1,7.07219973,34.41184458,2.351780294,1.339709901,14.33253379
Uxbridge South,E05000341,309.152381,4532.258065,4417,481,259000.0,41450.0,29.9,19.11111111,1.065955631,81.89081225,4.1,7.49,25.9208627,2.499629489,0.968418908,21.30330667
West Drayton,E05000342,293.3183099,4128.571429,4893,878,249997.0,39500.0,24.0,22.98850575,1.644116407,68.58202039,5.2,7.826719577,31.94641891,2.413534944,1.114534992,29.2732955
West Ruislip,E05000343,340.4972727,2431.818182,4397,410,335000.0,53580.0,33.9,8.0,0.577250409,58.5223762,4.1,7.208333333,49.46124933,2.159715153,1.266768626,11.70544259
Yeading,E05000344,314.4702703,5934.782609,3861,887,250000.0,40180.0,26.0,17.52808989,1.163425926,69.59345003,4.6,7.308605566,33.40336727,1.914057828,1.128770053,28.52499468
Yiewsley,E05000345,289.702381,3262.5,4470,804,225000.0,39100.0,23.1,20.55555556,1.492692693,88.87749121,5.2,8.090193432,41.32387936,2.549629449,1.034024562,28.16541162
Bedfont,E05000346,313.5028369,2897.727273,4252,678,229000.0,40040.0,20.2,19.58333333,1.449314317,59.95717345,5.1,7.474489796,52.46656067,2.133183708,1.097550936,24.87115801
Brentford,E05000347,330.8105263,4500.0,5063,863,370000.0,44100.0,35.3,19.55882353,0.957370772,75.78114871,5.0,7.4375,42.78738941,3.222655244,0.769230769,25.69577758
Chiswick Homefields,E05000348,345.4958904,4956.521739,4381,386,772500.0,68670.0,55.7,9.607843137,0.553753351,78.41296928,3.1,7.818181818,42.22262873,3.616386789,0.881408277,14.07217733
Chiswick Riverside,E05000349,355.5340426,5523.809524,4654,426,650000.0,65260.0,56.0,7.547169811,0.638196916,66.53735875,3.6,7.15,35.16887514,2.837850714,0.983943607,15.68996996
Cranford,E05000350,314.5727848,4574.074074,2889,629,226500.0,38790.0,26.2,17.76119403,1.261570463,75.72800375,5.6,7.072916667,26.40100156,2.418231087,1.042239186,27.79692031
Feltham North,E05000351,318.9243902,3411.764706,3627,602,270000.0,41270.0,21.1,18.90909091,1.271358025,63.63940458,5.9,7.518817204,37.04772767,2.920079368,1.074881517,25.5650342
Feltham West,E05000352,309.4455497,4875.0,4989,922,225000.0,42760.0,25.0,15.9375,1.338893511,67.44520077,3.7,7.294444444,41.38660654,2.417947002,1.022535696,24.48512364
Hanworth,E05000353,292.7653179,3696.969697,4126,819,250000.0,39140.0,19.2,22.5,1.481008147,67.70999681,5.5,7.691826923,45.61818801,2.603634668,1.013760482,32.83178618
Hanworth Park,E05000354,316.6481481,3180.555556,3995,642,250000.0,43190.0,22.2,15.32258065,1.115416098,68.72567691,4.8,7.229166667,41.40151346,2.579932593,1.142474916,23.18737231
Heston Central,E05000355,333.7193548,7264.705882,2966,491,348000.0,42200.0,32.0,14.44444444,1.275334821,51.55206287,5.6,7.341173055,15.75265493,2.890607937,1.148870637,22.6496148
Heston East,E05000356,337.1690647,6175.0,2957,508,248000.0,42790.0,33.4,14.19354839,1.0,53.80043791,4.7,7.336734694,27.10489056,2.323684122,1.194805195,18.93725498
Heston West,E05000357,323.2104651,3276.315789,3055,650,280000.0,37120.0,24.4,18.02816901,1.170950533,95.52006233,5.8,7.216346154,39.13278262,2.337025948,1.082918327,26.771135
Hounslow Central,E05000358,344.9805556,8970.588235,3796,524,249950.0,45140.0,42.8,11.75675676,1.119217877,161.9112883,3.7,7.355991098,11.07688203,5.112394441,0.740527489,16.89664586
Hounslow Heath,E05000359,340.1679487,5285.714286,3554,673,249950.0,40870.0,34.6,14.32098765,1.349431321,62.5040863,4.8,7.808300395,48.60523477,3.213125381,0.916785351,22.05272801
Hounslow South,E05000360,342.8715278,6361.111111,3423,397,375000.0,50720.0,32.9,6.034482759,1.121063395,40.15961963,3.8,7.809898242,17.88820967,2.50567674,1.28321501,11.83958422
Hounslow West,E05000361,331.0604478,7937.5,2786,435,270000.0,40060.0,33.5,11.69491525,1.19598189,83.22852704,5.6,6.968085106,10.21429157,3.885946249,0.94904943,21.93496235
Isleworth,E05000362,315.8119266,6000.0,4322,739,301000.0,43770.0,33.8,21.47540984,1.199686717,62.46949732,5.5,7.977272727,22.61187063,2.393924203,0.918863683,26.06572106
Osterley and Spring Grove,E05000363,367.0296296,2079.365079,4043,400,345500.0,53890.0,45.9,7.333333333,0.941423221,66.83995544,3.6,7.578947368,54.27202546,2.757500138,1.216013344,14.1556608
Syon,E05000364,318.4885496,4689.655172,5009,717,365000.0,46760.0,38.9,16.66666667,1.057161044,72.84534482,4.6,8.009944496,42.45249708,3.640530808,0.860621762,24.92431803
Turnham Green,E05000365,343.6392857,6388.888889,4749,387,634000.0,61230.0,55.4,10.0,1.0,99.3026968,3.9,7.431034483,7.378848667,4.402014502,0.769796068,16.24524589
Barnsbury,E05000366,320.4018018,15250.0,4934,618,715000.0,62770.0,51.5,21.4,1.409474886,129.8731984,6.0,7.672156863,11.03430191,5.685089738,0.453330926,31.48831054
Bunhill,E05000367,324.1555556,13272.72727,5591,805,640000.0,54080.0,45.2,28.54545455,1.265670436,155.2092497,5.3,6.935483871,13.52555818,7.088896771,0.299313638,29.41410856
Caledonian,E05000368,311.9913462,12636.36364,5237,843,447500.0,49320.0,39.1,30.6,2.0,126.5892003,7.3,8.187466403,16.40324399,5.28472784,0.375449493,38.64034266
Canonbury,E05000369,310.4195804,15125.0,5187,926,550000.0,56130.0,47.3,30.6,1.837523629,78.91342899,6.8,7.617003553,14.3951761,6.478650931,0.4427695,40.54752342
Clerkenwell,E05000370,300.6125,12777.77778,4617,564,732500.0,60270.0,47.9,25.26315789,1.557780612,149.6694215,6.1,7.462121212,9.25221745,6.89944884,0.373509934,29.26742522
Finsbury Park,E05000371,309.8406504,16000.0,5159,978,410000.0,46290.0,41.8,30.625,1.274870466,145.1333333,7.8,7.076109937,15.92321856,6.576376323,0.349224124,43.13746676
Highbury East,E05000372,343.0347826,11650.0,4752,533,667500.0,67250.0,58.8,15.47169811,1.046828753,97.63017356,5.1,7.754291251,21.64497751,4.661994675,0.51259542,29.63500786
Highbury West,E05000373,322.6128049,13681.81818,6084,783,500000.0,60960.0,56.3,21.3559322,0.870063694,89.44318468,4.9,7.627906977,10.6308913,5.684090974,0.434265233,33.62885232
Hillrise,E05000374,315.805042,14750.0,4541,840,447500.0,53930.0,43.7,24.40677966,1.333130236,64.67498359,7.3,7.405660377,18.33396336,4.208538839,0.508581574,37.21276904
Holloway,E05000375,312.159322,15000.0,5652,966,405000.0,48760.0,43.3,29.31034483,1.601142857,84.2018302,6.6,7.820454545,16.87930418,5.940178566,0.361705333,39.67730415
Junction,E05000376,334.5345238,12050.0,4997,723,452000.0,54490.0,46.9,22.39130435,1.269708738,99.85734665,6.8,7.658133865,16.60933425,5.971951618,0.417389764,37.48175875
Mildmay,E05000377,329.6050314,16187.5,5214,853,525000.0,54230.0,48.8,27.62711864,1.0,85.21322042,6.6,7.252038043,10.58102972,6.073276427,0.400857633,39.00743863
St. George's,E05000378,328.5323944,15500.0,4846,676,495645.0,56520.0,48.3,21.45833333,1.19928952,71.88882851,6.3,7.591394026,8.144145357,4.545963363,0.452969384,36.19648039
St. Mary's,E05000379,331.0707692,12888.88889,4973,638,650000.0,64670.0,54.4,28.37837838,1.43118527,200.6086527,6.3,8.068589744,9.613564091,6.747755044,0.415716096,34.7029324
St. Peter's,E05000380,302.4153846,14812.5,5030,708,667500.0,61060.0,53.0,26.51162791,1.575495308,121.6462208,6.5,7.453634085,10.38443957,5.327024752,0.449424046,33.61208962
Tollington,E05000381,325.5853211,16625.0,5291,967,465000.0,52490.0,45.2,26.31578947,1.14601227,76.82802733,7.2,7.480976431,13.27714817,4.52374797,0.411988111,38.81127718
Abingdon,E05000382,356.9666667,16583.33333,3542,297,1295000.0,113950.0,59.2,4.358974359,1.281449275,77.84073964,3.5,7.871954596,5.881167179,6.503208504,0.593280467,16.51377898
Brompton,E05000383,355.6,8800.0,3441,206,1950000.0,139710.0,57.4,5.0,0.861006289,179.5436117,2.8,7.970170455,10.78698573,6.795763773,0.595789921,15.15780107
Campden,E05000384,291.1,9055.555556,3205,164,1400000.0,143000.0,62.4,2.1875,0.462162162,124.3243243,2.6,7.856060606,27.81757273,6.827236603,0.680775115,12.94359435
Colville,E05000385,311.0990099,20875.0,3691,541,935000.0,87080.0,48.6,18.92857143,1.277306273,169.327112,6.5,7.919005102,10.49679022,5.37673982,0.439917601,35.32680303
Courtfield,E05000386,344.0823529,17800.0,3279,172,1325000.0,132770.0,58.7,2.068965517,0.5915,110.6154198,2.5,7.6,13.37289092,6.876839129,0.541019471,14.77341721
Cremorne,E05000387,311.6586538,13250.0,3319,482,1050000.0,87900.0,41.2,21.48148148,1.479562044,82.3410185,7.1,8.06065541,29.31710769,4.745497203,0.528428928,29.49985432
Earl's Court,E05000388,359.2344828,18100.0,3476,324,783250.0,88300.0,53.3,11.2,0.942720764,107.578641,5.2,7.852272727,9.98090827,7.0,0.365423591,27.88989806
Golborne,E05000389,314.427027,9888.888889,3409,707,533800.0,59110.0,32.1,29.21052632,1.331505576,119.6448391,9.1,7.903652968,34.57264254,4.469176968,0.361354776,47.87099094
Hans Town,E05000390,337.7888889,14583.33333,3710,315,1587500.0,122800.0,55.1,8.461538462,0.817050691,183.5022719,3.6,7.442741557,8.463846192,6.571434538,0.575831306,15.34571837
Holland,E05000391,365.3559322,9750.0,3529,363,1375000.0,114140.0,58.8,6.585365854,1.35106383,70.49197524,3.5,7.833333333,27.73693231,5.96680763,0.72305624,17.92766174
Norland,E05000392,323.0333333,12357.14286,3530,400,1343000.0,110760.0,51.2,15.71428571,0.982119205,87.89131719,5.4,7.90496816,15.36938972,5.408944237,0.647743814,24.73474109
Notting Barns,E05000393,330.35,15833.33333,3547,731,776000.0,72150.0,37.2,28.63636364,1.082058288,85.12678457,7.9,8.193396226,9.309543527,4.163633722,0.477475307,40.38487432
Pembridge,E05000394,385.5714286,15300.0,3148,194,1127500.0,116580.0,60.8,5.2,0.534117647,172.3675386,3.2,8.384615385,11.8523011,6.973113541,0.517739483,18.51943692
Queen's Gate,E05000395,376.825,16333.33333,3661,158,1745000.0,137770.0,61.7,1.212121212,0.638607595,89.33957358,1.8,7.584920635,5.824090935,6.041269032,0.61500615,11.95519699
Redcliffe,E05000396,342.25,13142.85714,3698,253,995000.0,113600.0,60.5,4.705882353,0.99755102,78.342038,2.7,7.966666667,28.14157073,6.169674176,0.622985581,21.10239353
Royal Hospital,E05000397,366.16,8055.555556,3090,199,1995000.0,129490.0,56.1,6.666666667,1.526623377,119.5896571,3.3,7.360064011,43.13775417,5.017384681,0.758221024,14.50748374
St. Charles,E05000398,330.4808989,13285.71429,3640,695,642500.0,70930.0,35.5,28.7804878,1.568530021,97.20256885,7.7,7.923217417,21.90025133,3.77356742,0.490494297,40.08359282
Stanley,E05000399,344.5,11642.85714,3232,248,1100000.0,114710.0,56.1,6.923076923,1.123195876,104.6963056,3.6,7.868723756,9.066472359,5.6179754,0.71011236,14.79841837
Alexandra,E05000400,353.3104478,3425.925926,3097,305,404975.0,53150.0,32.7,6.25,0.421732405,34.68688337,3.3,7.325,43.65399908,2.245380512,1.378298251,8.996428399
Berrylands,E05000401,342.6675325,6300.0,4009,288,361125.0,54530.0,48.4,6.75,0.52412178,27.84032753,4.1,7.873246639,10.91414964,2.775175369,0.966782811,12.14299381
Beverley,E05000402,372.3044248,5342.105263,3403,393,435000.0,52140.0,41.7,9.230769231,0.667079783,70.80495059,4.4,7.846345515,26.42588927,2.83761721,1.02166157,11.65384176
Canbury,E05000403,367.5393617,10333.33333,4591,396,449500.0,59440.0,54.4,5.671641791,0.581126952,36.96886025,2.8,7.635766046,7.034828346,4.056027473,0.914235016,10.93800893
Chessington North and Hook,E05000404,307.125,4605.263158,3205,407,310000.0,47240.0,22.8,10.90909091,0.78,40.69832092,4.5,7.702702703,27.49678625,2.398093819,1.306461174,13.09319447
Chessington South,E05000405,321.3278195,1348.684211,3878,467,315000.0,48740.0,25.3,13.1372549,0.768953324,40.88796129,3.6,7.742647059,75.68409387,2.358923035,1.36802974,11.20871205
Coombe Hill,E05000406,339.7795082,2352.272727,3172,341,480000.0,59520.0,44.5,8.2,1.0,46.17671653,3.3,8.104166667,42.11723916,2.492106142,1.303038524,10.3658513
Coombe Vale,E05000407,367.022093,6093.75,3201,286,480000.0,57500.0,47.4,6.326530612,0.573666093,22.91293086,3.2,7.889608673,10.95194068,2.331300275,1.234166667,7.830636736
Grove,E05000408,324.7617284,5763.157895,4334,312,400000.0,53170.0,47.0,9.722222222,0.638257016,264.360928,3.4,7.431681682,23.63502244,4.211964993,0.801353014,15.1113015
Norbiton,E05000409,308.3627907,7807.692308,3500,522,341750.0,43740.0,35.8,20.0,1.353878583,55.96060979,4.6,7.702898551,34.48263779,3.606097586,0.797530864,21.74578833
Old Malden,E05000410,347.0412698,5250.0,3259,345,395725.0,53680.0,34.4,8.936170213,0.687658495,27.0409743,3.3,7.642857143,21.32156475,2.730943326,1.377459247,10.50346799
St. James,E05000411,354.9736264,4090.909091,2887,270,443567.5,53810.0,38.0,7.272727273,0.511425873,30.09961022,4.1,7.648288038,28.15140513,2.645415351,1.298669891,11.18538637
St. Mark's,E05000412,336.4026667,7464.285714,4017,208,395350.0,58420.0,48.3,4.285714286,0.531589958,57.22891566,2.6,7.574579832,23.86266053,3.697553408,0.86031746,11.81875932
Surbiton Hill,E05000413,361.6478723,6176.470588,4283,311,396770.0,55750.0,52.2,9.268292683,0.551053284,24.26470588,3.5,7.495357467,5.808619856,3.279986802,1.016510971,10.42127177
Tolworth and Hook Rise,E05000414,337.5252101,3788.461538,3432,433,337195.0,48080.0,30.0,10.20408163,1.0,45.761079,3.8,7.520491803,33.0863911,2.257367878,1.221329046,12.43682109
Tudor,E05000415,378.9398058,6000.0,3505,315,550000.0,64010.0,51.3,5.384615385,0.51947652,25.83926755,2.8,7.418748115,22.68304266,2.286320211,1.185473064,7.135354339
Bishop's,E05000416,324.8346939,6466.666667,3945,472,590000.0,51170.0,47.2,17.85714286,1.139730135,237.4917864,4.4,7.05,31.60127554,7.584362548,0.371772429,28.45442918
Brixton Hill,E05000417,312.4784314,14454.54545,6033,912,420000.0,49370.0,49.6,24.72727273,1.0,93.61857744,4.5,7.5625,13.06310716,4.889082904,0.451237478,31.54753301
Clapham Common,E05000418,296.1657895,9961.538462,5006,468,620000.0,64590.0,63.3,15.86956522,1.0,93.73595085,3.4,7.717741935,27.87181234,4.098256637,0.651708218,24.13026537
Clapham Town,E05000419,311.4953125,12636.36364,5701,666,610000.0,57720.0,59.7,19.36170213,0.970533881,156.0381796,4.2,7.624591503,13.06926994,5.065019674,0.527166882,29.61667651
Coldharbour,E05000420,305.5961538,14041.66667,6183,1450,435000.0,40490.0,36.8,27.56097561,1.262374946,162.8419101,5.8,7.457142857,14.42635265,5.442072324,0.350729517,41.73941231
Ferndale,E05000421,313.0010582,16777.77778,5800,822,497475.0,49960.0,52.9,25.23809524,0.89316609,140.3519799,4.7,7.388888889,10.26715641,6.274674117,0.413814088,31.59765633
Gipsy Hill,E05000422,314.2944882,8593.75,5501,1176,350000.0,46160.0,39.3,23.97435897,1.211936037,77.21812129,5.4,7.30472561,25.68335795,3.703711979,0.621621622,31.19286656
Herne Hill,E05000423,324.4942623,7575.0,5802,862,432500.0,53040.0,52.0,16.41791045,1.103042877,104.4718082,4.4,7.316923077,37.8977173,4.527890261,0.521819299,30.02587327
Knight's Hill,E05000424,322.1412162,9866.666667,5358,1052,355000.0,46550.0,38.2,20.0,1.159224319,77.64016514,5.2,7.919857357,13.34456064,4.068327979,0.645438047,32.49078292
Larkhall,E05000425,308.9,15727.27273,6235,1138,430000.0,46970.0,48.5,25.0,1.063983051,100.7343461,4.5,7.830649718,20.04124591,5.189164651,0.415131212,32.2003099
Oval,E05000426,321.5030928,11692.30769,5950,767,699995.0,49580.0,51.6,22.15686275,0.889253486,131.5362536,4.5,7.5,24.91663648,6.869970965,0.374696559,30.96220098
Prince's,E05000427,333.5207921,11958.33333,5893,1031,495000.0,47420.0,46.5,24.13793103,0.854662841,123.0150754,5.5,7.618421053,20.6573462,6.302998416,0.41005055,33.38255188
St. Leonard's,E05000428,341.06875,10428.57143,5210,699,340000.0,50510.0,46.3,14.74576271,1.286521739,100.4282082,4.1,7.578137066,12.1226243,5.890588864,0.628797673,32.75559864
Stockwell,E05000429,313.6672131,16500.0,5283,1068,391375.0,44070.0,41.0,25.53846154,0.952106825,81.26321353,4.7,7.762295082,13.24082433,5.356599485,0.405476894,32.10335287
Streatham Hill,E05000430,316.4956897,11000.0,5341,795,359000.0,49650.0,46.4,15.90163934,1.166301969,75.25060959,4.7,7.966954023,14.14948028,5.256715337,0.592786885,27.91205347
Streatham South,E05000431,327.6622378,8470.588235,4504,820,375000.0,46230.0,34.8,16.02941176,1.080853518,61.50263681,4.7,7.490725806,25.99659433,4.052578119,0.76728972,27.03135991
Streatham Wells,E05000432,310.9723214,9966.666667,5378,870,345875.0,48320.0,42.6,17.63888889,1.257044674,64.80380499,4.1,7.458730159,18.2951831,4.44762756,0.620475203,28.10185852
Thornton,E05000433,319.1690217,11454.54545,4540,806,511250.0,53300.0,47.8,16.875,1.08325673,51.41697361,4.5,7.770833333,22.376093,3.544981083,0.613420428,27.73712283
Thurlow Park,E05000434,304.7932584,9133.333333,5352,843,412747.5,52900.0,50.3,16.41791045,1.311469265,75.42915333,4.3,7.580645161,19.74850767,5.027070009,0.651543578,24.95414369
Tulse Hill,E05000435,291.9833333,15850.0,5877,1267,417000.0,44800.0,42.7,25.54054054,1.222277973,78.68791468,5.2,7.517950734,16.5953466,4.363247102,0.450468137,35.10482364
Vassall,E05000436,317.2514925,12909.09091,5332,1077,395000.0,43790.0,41.3,25.34482759,1.161993569,88.67685327,5.9,7.03983934,16.7841072,4.402768995,0.435470579,37.36156491
Bellingham,E05000437,294.5421875,4790.322581,5727,1363,265000.0,37860.0,23.5,25.49450549,1.465103507,80.54136536,6.9,7.475260417,46.72524993,3.034524929,0.68986409,37.68939459
Blackheath,E05000438,295.5715054,6130.434783,5948,729,385000.0,55200.0,53.2,15.48387097,1.4315,78.83561644,4.7,8.123517787,34.55455528,4.902384741,0.687529192,26.45223787
Brockley,E05000439,311.9791304,10117.64706,6656,924,330000.0,46130.0,47.3,21.26984127,1.406613757,88.86301901,4.0,7.375416667,13.260741,5.84808192,0.495090787,31.06018974
Catford South,E05000440,311.4160428,8026.315789,5309,872,332500.0,47390.0,34.2,13.41772152,1.034294089,45.92067075,4.7,7.524509804,2.955249293,3.269393358,0.923669468,22.89031411
Crofton Park,E05000441,314.3884956,8823.529412,5824,805,455000.0,52020.0,45.1,13.88059701,1.007970112,56.51429324,4.6,7.48630137,20.6597907,4.066474619,0.742775028,23.97063163
Downham,E05000442,290.4672316,6083.333333,5683,1323,242500.0,37320.0,20.2,26.86046512,1.475874126,80.47991372,6.8,7.26108871,30.10874886,3.277780612,0.737502062,38.88558413
Evelyn,E05000443,305.2361111,9250.0,5783,1457,315000.0,36950.0,33.5,27.31182796,1.359070885,70.71448743,5.2,7.962121212,22.60752816,3.13557276,0.444428302,38.89158844
Forest Hill,E05000444,333.01,8277.777778,5971,963,340000.0,49880.0,46.4,15.64102564,1.089686099,79.14904863,4.4,7.608333333,22.15790976,3.987772147,0.696741469,27.38672974
Grove Park,E05000445,308.2021277,6125.0,5747,1026,250000.0,43660.0,29.2,17.73333333,1.511302083,51.71952362,5.5,7.783333333,21.63917806,3.191178568,0.870430281,29.05886672
Ladywell,E05000446,319.4958678,9093.75,5221,801,370000.0,48990.0,44.5,17.41935484,1.0,56.24874892,4.8,7.907608696,25.65084364,4.492639113,0.656369316,23.79804818
Lee Green,E05000447,334.2216495,8138.888889,5807,739,402500.0,52300.0,46.1,14.49275362,1.024575163,59.10800645,4.7,7.472559901,11.71018244,3.629080169,0.747151899,24.78528423
Lewisham Central,E05000448,303.4345865,8333.333333,6763,1134,290000.0,43180.0,42.0,23.08641975,1.29167556,129.3471951,5.2,8.0359375,13.82321417,5.164685622,0.523828024,33.77310519
New Cross,E05000449,299.0064,8777.777778,5567,1159,242000.0,38070.0,34.7,24.28571429,1.193753174,114.5981931,5.2,7.676400634,16.48012664,4.440766797,0.452858881,34.04015707
Perry Vale,E05000450,313.5038462,9235.294118,6223,1046,355000.0,47470.0,41.5,18.73417722,1.083948052,58.08605809,4.6,7.83,9.657482275,3.422797256,0.716564783,29.40253863
